time,word,cate,v,a
11/16/2012,people,4,7.33,5.94
11/16/2012,right,4,6.45,4.79
11/16/2012,like,4,7.52,6.63
11/16/2012,princess,4,7.64,5.42
11/17/2012,christmas,4,7.8,6.27
11/17/2012,happy,4,8.47,6.05
11/17/2012,love,4,8,5.36
11/17/2012,food,4,7.52,4.69
11/17/2012,cuddle,4,7.6,3.83
11/17/2012,snuggle,4,7.92,4.16
11/17/2012,like,4,7.52,6.63
11/17/2012,me,4,8.06,5.97
11/17/2012,love,4,8,5.36
11/17/2012,me,4,8.06,5.97
11/17/2012,right,4,6.45,4.79
11/17/2012,know,4,6.93,5.77
11/17/2012,fries,4,6.81,4.97
11/17/2012,food,4,7.52,4.69
11/17/2012,party,4,7.86,6.69
11/18/2012,me,4,8.06,5.97
11/18/2012,love,4,8,5.36
11/18/2012,know,4,6.93,5.77
11/18/2012,right,4,6.45,4.79
11/18/2012,happy,4,8.47,6.05
11/18/2012,like,4,7.52,6.63
11/18/2012,like,4,7.52,6.63
11/19/2012,know,4,6.93,5.77
11/19/2012,know,4,6.93,5.77
11/19/2012,love,4,8,5.36
11/19/2012,day,4,6.66,5
11/19/2012,day,4,6.66,5
11/19/2012,friend,4,6.79,4.29
11/20/2012,me,4,8.06,5.97
11/20/2012,day,4,6.66,5
11/20/2012,know,4,6.93,5.77
11/20/2012,friend,4,6.79,4.29
11/20/2012,like,4,7.52,6.63
11/20/2012,like,4,7.52,6.63
11/20/2012,thanksgiving,4,6.79,4.95
11/20/2012,day,4,6.66,5
11/21/2012,turkey,4,6.48,5.04
11/21/2012,me,4,8.06,5.97
11/21/2012,concert,4,7.66,7.32
11/21/2012,life,4,7.27,6.02
11/21/2012,me,4,8.06,5.97
11/21/2012,me,4,8.06,5.97
11/21/2012,love,4,8,5.36
11/21/2012,song,4,7.1,6.07
11/21/2012,me,4,8.06,5.97
11/21/2012,happy,4,8.47,6.05
11/21/2012,like,4,7.52,6.63
11/21/2012,day,4,6.66,5
11/22/2012,house,4,7.26,4.56
11/22/2012,like,4,7.52,6.63
11/22/2012,love,4,8,5.36
11/22/2012,food,4,7.52,4.69
11/22/2012,love,4,8,5.36
11/22/2012,friend,4,6.79,4.29
11/22/2012,happy,4,8.47,6.05
11/22/2012,thanksgiving,4,6.79,4.95
11/22/2012,love,4,8,5.36
11/22/2012,thanksgiving,4,6.79,4.95
11/22/2012,day,4,6.66,5
11/22/2012,happy,4,8.47,6.05
11/22/2012,thanksgiving,4,6.79,4.95
11/22/2012,day,4,6.66,5
11/22/2012,happy,4,8.47,6.05
11/22/2012,thanksgiving,4,6.79,4.95
11/22/2012,win,4,8.38,7.72
11/22/2012,video,4,7.3,5.67
11/23/2012,funny,4,8.56,7
11/23/2012,pay,4,6.23,4.24
11/23/2012,mind,4,6.68,5
11/23/2012,people,4,7.33,5.94
11/23/2012,life,4,7.27,6.02
11/23/2012,right,4,6.45,4.79
11/23/2012,frosting,4,7.23,5.47
11/23/2012,food,4,7.52,4.69
11/23/2012,food,4,7.52,4.69
11/23/2012,bed,4,7.51,3.61
11/23/2012,video,4,7.3,5.67
11/24/2012,song,4,7.1,6.07
11/24/2012,like,4,7.52,6.63
11/24/2012,right,4,6.45,4.79
11/24/2012,pretty,4,7.7,5.5
11/24/2012,party,4,7.86,6.69
11/24/2012,proud,4,7,5.55
11/24/2012,right,4,6.45,4.79
11/24/2012,cuddle,4,7.6,3.83
11/24/2012,football,4,6.52,5.65
11/24/2012,like,4,7.52,6.63
11/24/2012,friend,4,6.79,4.29
11/24/2012,know,4,6.93,5.77
11/24/2012,loved,4,8.64,6.38
11/24/2012,pizza,4,6.65,5.24
11/24/2012,safe,4,7.7,3.14
11/25/2012,day,4,6.66,5
11/26/2012,christmas,4,7.8,6.27
11/27/2012,love,4,8,5.36
11/27/2012,sister,4,7.46,5.43
11/27/2012,know,4,6.93,5.77
11/27/2012,friend,4,6.79,4.29
11/27/2012,love,4,8,5.36
11/27/2012,personality,4,7.48,5.88
11/27/2012,humor,4,8.56,5.5
11/27/2012,first,4,6.89,6.14
11/27/2012,lunch,4,7.21,5.43
11/27/2012,love,4,8,5.36
11/27/2012,friend,4,6.79,4.29
11/27/2012,like,4,7.52,6.63
11/27/2012,me,4,8.06,5.97
11/27/2012,know,4,6.93,5.77
11/27/2012,idea,4,7,5.86
11/27/2012,love,4,8,5.36
11/27/2012,music,4,7.67,5.57
11/27/2012,wish,4,7.09,5.16
11/27/2012,humor,4,8.56,5.5
11/27/2012,kindness,4,7.65,3.96
11/27/2012,girl,4,6.87,4.29
11/28/2012,food,4,7.52,4.69
11/29/2012,song,4,7.1,6.07
11/29/2012,people,4,7.33,5.94
11/29/2012,know,4,6.93,5.77
11/29/2012,like,4,7.52,6.63
11/29/2012,like,4,7.52,6.63
11/29/2012,union,4,6.48,4.79
11/29/2012,promise,4,6.64,3.9
11/30/2012,watermelon,4,6.52,5.18
11/30/2012,sure,4,6.53,5
11/30/2012,peace,4,7.75,4.65
12/1/2012,concert,4,7.66,7.32
12/1/2012,me,4,8.06,5.97
12/2/2012,wise,4,7.42,4.46
12/2/2012,movie,4,6.86,4.93
12/2/2012,win,4,8.38,7.72
12/2/2012,joy,4,8.21,5.55
12/2/2012,me,4,8.06,5.97
12/2/2012,house,4,7.26,4.56
12/2/2012,right,4,6.45,4.79
12/3/2012,video,4,7.3,5.67
12/3/2012,man,4,6.73,5.24
12/3/2012,happy,4,8.47,6.05
12/4/2012,pretty,4,7.7,5.5
12/4/2012,proud,4,7,5.55
12/4/2012,fun,4,8.37,6.32
12/5/2012,think,4,6.41,5.34
12/6/2012,music,4,7.67,5.57
12/6/2012,favorite,4,7.39,4.4
12/6/2012,artist,4,6.59,4.94
12/6/2012,photo,4,6.77,5.63
12/6/2012,friend,4,6.79,4.29
12/6/2012,house,4,7.26,4.56
12/6/2012,gorgeous,4,7.57,4.92
12/6/2012,day,4,6.66,5
12/7/2012,know,4,6.93,5.77
12/7/2012,bed,4,7.51,3.61
12/7/2012,head,4,6.63,5.7
12/7/2012,love,4,8,5.36
12/7/2012,like,4,7.52,6.63
12/7/2012,me,4,8.06,5.97
12/7/2012,play,4,8.1,6.93
12/7/2012,football,4,6.52,5.65
12/8/2012,day,4,6.66,5
12/8/2012,wish,4,7.09,5.16
12/8/2012,me,4,8.06,5.97
12/8/2012,christmas,4,7.8,6.27
12/8/2012,love,4,8,5.36
12/8/2012,christmas,4,7.8,6.27
12/8/2012,happy,4,8.47,6.05
12/9/2012,life,4,7.27,6.02
12/9/2012,free,4,8.26,5.15
12/9/2012,wish,4,7.09,5.16
12/9/2012,jolly,4,7.41,5.57
12/9/2012,christmas,4,7.8,6.27
12/9/2012,day,4,6.66,5
12/9/2012,christmas,4,7.8,6.27
12/10/2012,know,4,6.93,5.77
12/10/2012,day,4,6.66,5
12/10/2012,friend,4,6.79,4.29
12/11/2012,me,4,8.06,5.97
12/11/2012,like,4,7.52,6.63
12/11/2012,wish,4,7.09,5.16
12/12/2012,garden,4,7.25,3.71
12/12/2012,life,4,7.27,6.02
12/12/2012,friend,4,6.79,4.29
12/13/2012,midnight,4,7.18,6.5
12/14/2012,christmas,4,7.8,6.27
12/14/2012,love,4,8,5.36
12/14/2012,christmas,4,7.8,6.27
12/15/2012,car,4,7.73,6.24
12/15/2012,heart,4,7.39,6.34
12/15/2012,pretty,4,7.7,5.5
12/15/2012,movie,4,6.86,4.93
12/16/2012,baby,4,6.67,4.97
12/16/2012,baby,4,6.67,4.97
12/19/2012,bed,4,7.51,3.61
12/19/2012,know,4,6.93,5.77
12/19/2012,know,4,6.93,5.77
12/19/2012,glitter,4,6.15,4.86
12/20/2012,first,4,6.89,6.14
12/20/2012,sing,4,7.5,4.1
12/20/2012,funny,4,8.56,7
12/20/2012,lunch,4,7.21,5.43
12/20/2012,glad,4,7.55,3.71
12/20/2012,happy,4,8.47,6.05
12/20/2012,love,4,8,5.36
12/20/2012,music,4,7.67,5.57
12/20/2012,right,4,6.45,4.79
12/20/2012,like,4,7.52,6.63
12/20/2012,favorite,4,7.39,4.4
12/20/2012,christmas,4,7.8,6.27
12/21/2012,funny,4,8.56,7
12/21/2012,me,4,8.06,5.97
12/21/2012,alive,4,6.57,5.93
12/21/2012,christmas,4,7.8,6.27
12/21/2012,right,4,6.45,4.79
12/21/2012,know,4,6.93,5.77
12/21/2012,favorite,4,7.39,4.4
12/21/2012,christmas,4,7.8,6.27
12/21/2012,music,4,7.67,5.57
12/21/2012,head,4,6.63,5.7
12/22/2012,right,4,6.45,4.79
12/22/2012,fruit,4,6.93,4.63
12/22/2012,food,4,7.52,4.69
12/22/2012,love,4,8,5.36
12/23/2012,love,4,8,5.36
12/23/2012,me,4,8.06,5.97
12/23/2012,first,4,6.89,6.14
12/23/2012,christmas,4,7.8,6.27
12/23/2012,christmas,4,7.8,6.27
12/23/2012,holiday,4,7.18,4.93
12/23/2012,me,4,8.06,5.97
12/23/2012,home,4,7.91,4.21
12/24/2012,glad,4,7.55,3.71
12/24/2012,dog,4,7.57,5.76
12/24/2012,me,4,8.06,5.97
12/24/2012,music,4,7.67,5.57
12/24/2012,me,4,8.06,5.97
12/24/2012,wedding,4,7.82,5.97
12/24/2012,respect,4,6.79,4.79
12/24/2012,people,4,7.33,5.94
12/24/2012,music,4,7.67,5.57
12/24/2012,taste,4,6.66,5.22
12/24/2012,me,4,8.06,5.97
12/24/2012,snow,4,7.08,5.75
12/24/2012,like,4,7.52,6.63
12/24/2012,christmas,4,7.8,6.27
12/24/2012,like,4,7.52,6.63
12/24/2012,day,4,6.66,5
12/24/2012,christmas,4,7.8,6.27
12/24/2012,love,4,8,5.36
12/24/2012,friend,4,6.79,4.29
12/25/2012,talent,4,6.3,5.6
12/25/2012,success,4,7.49,5.8
12/26/2012,love,4,8,5.36
12/26/2012,me,4,8.06,5.97
12/26/2012,home,4,7.91,4.21
12/26/2012,sure,4,6.53,5
12/26/2012,girl,4,6.87,4.29
12/27/2012,friend,4,6.79,4.29
12/27/2012,family,4,7.65,4.8
12/27/2012,holiday,4,7.18,4.93
12/27/2012,me,4,8.06,5.97
12/27/2012,fun,4,8.37,6.32
12/27/2012,grow,4,6.28,2.6
12/28/2012,give,4,7.13,5.33
12/28/2012,me,4,8.06,5.97
12/28/2012,baby,4,6.67,4.97
12/28/2012,dog,4,7.57,5.76
12/29/2012,food,4,7.52,4.69
12/29/2012,restaurant,4,6.76,5.41
12/29/2012,favorite,4,7.39,4.4
12/29/2012,song,4,7.1,6.07
12/29/2012,right,4,6.45,4.79
12/29/2012,me,4,8.06,5.97
12/29/2012,like,4,7.52,6.63
12/29/2012,me,4,8.06,5.97
12/29/2012,life,4,7.27,6.02
12/29/2012,complete,4,8.17,5.75
12/29/2012,food,4,7.52,4.69
12/29/2012,day,4,6.66,5
12/30/2012,honey,4,7.27,4.38
12/31/2012,baby,4,6.67,4.97
12/31/2012,love,4,8,5.36
12/31/2012,right,4,6.45,4.79
12/31/2012,christmas,4,7.8,6.27
12/31/2012,me,4,8.06,5.97
12/31/2012,imagine,4,7.32,5.98
12/31/2012,right,4,6.45,4.79
12/31/2012,right,4,6.45,4.79
12/31/2012,guitar,4,6.86,5.82
12/31/2012,me,4,8.06,5.97
12/31/2012,man,4,6.73,5.24
12/31/2012,like,4,7.52,6.63
12/31/2012,like,4,7.52,6.63
12/31/2012,like,4,7.52,6.63
12/31/2012,cute,4,7.56,5.05
12/31/2012,people,4,7.33,5.94
12/31/2012,know,4,6.93,5.77
12/31/2012,happy,4,8.47,6.05
12/31/2012,day,4,6.66,5
12/31/2012,party,4,7.86,6.69
1/1/2013,me,4,8.06,5.97
1/1/2013,fireworks,4,7.55,6.67
1/2/2013,perfect,4,7.19,4.71
1/2/2013,man,4,6.73,5.24
1/2/2013,movie,4,6.86,4.93
1/2/2013,friend,4,6.79,4.29
1/2/2013,love,4,8,5.36
1/2/2013,video,4,7.3,5.67
1/2/2013,first,4,6.89,6.14
1/2/2013,like,4,7.52,6.63
1/3/2013,wish,4,7.09,5.16
1/4/2013,song,4,7.1,6.07
1/4/2013,life,4,7.27,6.02
1/4/2013,free,4,8.26,5.15
1/4/2013,like,4,7.52,6.63
1/5/2013,home,4,7.91,4.21
1/5/2013,heart,4,7.39,6.34
1/5/2013,give,4,7.13,5.33
1/5/2013,heart,4,7.39,6.34
1/5/2013,food,4,7.52,4.69
1/5/2013,people,4,7.33,5.94
1/6/2013,christmas,4,7.8,6.27
1/7/2013,music,4,7.67,5.57
1/7/2013,like,4,7.52,6.63
1/7/2013,pretty,4,7.7,5.5
1/7/2013,life,4,7.27,6.02
1/7/2013,complete,4,8.17,5.75
1/7/2013,like,4,7.52,6.63
1/7/2013,caring,4,6.84,4.38
1/7/2013,day,4,6.66,5
1/7/2013,day,4,6.66,5
1/8/2013,me,4,8.06,5.97
1/8/2013,right,4,6.45,4.79
1/8/2013,game,4,6.98,5.89
1/8/2013,people,4,7.33,5.94
1/8/2013,think,4,6.41,5.34
1/8/2013,food,4,7.52,4.69
1/10/2013,story,4,6.63,5.37
1/10/2013,son,4,6.39,5.71
1/10/2013,tall,4,6.64,4.82
1/10/2013,day,4,6.66,5
1/11/2013,popcorn,4,6.93,4.89
1/11/2013,song,4,7.1,6.07
1/12/2013,me,4,8.06,5.97
1/12/2013,game,4,6.98,5.89
1/12/2013,happy,4,8.47,6.05
1/12/2013,beach,4,7.21,5.1
1/12/2013,house,4,7.26,4.56
1/12/2013,beach,4,7.21,5.1
1/12/2013,house,4,7.26,4.56
1/13/2013,people,4,7.33,5.94
1/13/2013,garden,4,7.25,3.71
1/13/2013,music,4,7.67,5.57
1/14/2013,day,4,6.66,5
1/14/2013,love,4,8,5.36
1/17/2013,friend,4,6.79,4.29
1/17/2013,me,4,8.06,5.97
1/17/2013,like,4,7.52,6.63
1/17/2013,car,4,7.73,6.24
1/18/2013,me,4,8.06,5.97
1/18/2013,movie,4,6.86,4.93
1/19/2013,food,4,7.52,4.69
1/19/2013,song,4,7.1,6.07
1/19/2013,house,4,7.26,4.56
1/21/2013,movie,4,6.86,4.93
1/21/2013,inspire,4,7.42,5.9
1/21/2013,love,4,8,5.36
1/21/2013,story,4,6.63,5.37
1/21/2013,house,4,7.26,4.56
1/22/2013,like,4,7.52,6.63
1/22/2013,christmas,4,7.8,6.27
1/22/2013,love,4,8,5.36
1/23/2013,earth,4,7.15,4.24
1/24/2013,right,4,6.45,4.79
1/24/2013,me,4,8.06,5.97
1/24/2013,heart,4,7.39,6.34
1/25/2013,play,4,8.1,6.93
1/25/2013,guitar,4,6.86,5.82
1/25/2013,food,4,7.52,4.69
1/25/2013,video,4,7.3,5.67
1/25/2013,home,4,7.91,4.21
1/25/2013,eat,4,7.1,4.38
1/25/2013,eat,4,7.1,4.38
1/25/2013,eat,4,7.1,4.38
1/25/2013,eat,4,7.1,4.38
1/25/2013,eat,4,7.1,4.38
1/25/2013,eat,4,7.1,4.38
1/25/2013,perfect,4,7.19,4.71
1/26/2013,buddy,4,7.41,4.57
1/26/2013,buddy,4,7.41,4.57
1/26/2013,wish,4,7.09,5.16
1/26/2013,pasta,4,6.69,4.94
1/26/2013,twilight,4,7.23,4.7
1/26/2013,life,4,7.27,6.02
1/26/2013,me,4,8.06,5.97
1/26/2013,fun,4,8.37,6.32
1/26/2013,happy,4,8.47,6.05
1/26/2013,day,4,6.66,5
1/27/2013,food,4,7.52,4.69
1/28/2013,like,4,7.52,6.63
1/28/2013,pretty,4,7.7,5.5
1/29/2013,favorite,4,7.39,4.4
1/29/2013,day,4,6.66,5
1/31/2013,beautiful,4,7.61,5.71
1/31/2013,dance,4,7.27,5.48
1/31/2013,dance,4,7.27,5.48
1/31/2013,beautiful,4,7.61,5.71
1/31/2013,know,4,6.93,5.77
1/31/2013,me,4,8.06,5.97
2/2/2013,power,4,6.54,6.67
2/2/2013,color,4,7.02,4.73
2/2/2013,man,4,6.73,5.24
2/3/2013,love,4,8,5.36
2/3/2013,funny,4,8.56,7
2/3/2013,like,4,7.52,6.63
2/3/2013,family,4,7.65,4.8
2/3/2013,happy,4,8.47,6.05
2/3/2013,party,4,7.86,6.69
2/3/2013,people,4,7.33,5.94
2/3/2013,day,4,6.66,5
2/3/2013,beautiful,4,7.61,5.71
2/3/2013,friend,4,6.79,4.29
2/3/2013,me,4,8.06,5.97
2/3/2013,toy,4,7,5.11
2/3/2013,breakfast,4,7.39,5
2/5/2013,head,4,6.63,5.7
2/5/2013,happy,4,8.47,6.05
2/5/2013,buddy,4,7.41,4.57
2/5/2013,special,4,7.5,3.48
2/5/2013,friend,4,6.79,4.29
2/6/2013,love,4,8,5.36
2/6/2013,me,4,8.06,5.97
2/6/2013,gold,4,7.28,6.35
2/6/2013,power,4,6.54,6.67
2/6/2013,me,4,8.06,5.97
2/7/2013,grow,4,6.28,2.6
2/9/2013,family,4,7.65,4.8
2/9/2013,fun,4,8.37,6.32
2/9/2013,beautiful,4,7.61,5.71
2/9/2013,day,4,6.66,5
2/13/2013,day,4,6.66,5
2/13/2013,day,4,6.66,5
2/14/2013,funny,4,8.56,7
2/14/2013,day,4,6.66,5
2/14/2013,breakfast,4,7.39,5
2/14/2013,love,4,8,5.36
2/14/2013,valentine,4,8.11,6.06
2/14/2013,valentine,4,8.11,6.06
2/14/2013,chocolate,4,7.63,5.14
2/14/2013,love,4,8,5.36
2/15/2013,friend,4,6.79,4.29
2/15/2013,gorgeous,4,7.57,4.92
2/15/2013,beauty,4,7.58,4.89
2/16/2013,first,4,6.89,6.14
2/16/2013,song,4,7.1,6.07
2/16/2013,love,4,8,5.36
2/16/2013,music,4,7.67,5.57
2/16/2013,church,4,5.21,3.63
2/16/2013,me,4,8.06,5.97
2/16/2013,day,4,6.66,5
2/16/2013,me,4,8.06,5.97
2/16/2013,people,4,7.33,5.94
2/17/2013,love,4,8,5.36
2/17/2013,like,4,7.52,6.63
2/17/2013,chef,4,7.26,5.67
2/17/2013,healthy,4,7.76,4.19
2/17/2013,healthy,4,7.76,4.19
2/17/2013,love,4,8,5.36
2/17/2013,music,4,7.67,5.57
2/17/2013,love,4,8,5.36
2/18/2013,like,4,7.52,6.63
2/18/2013,people,4,7.33,5.94
2/18/2013,like,4,7.52,6.63
2/18/2013,perfect,4,7.19,4.71
2/18/2013,me,4,8.06,5.97
2/19/2013,think,4,6.41,5.34
2/20/2013,costume,4,7.34,6
2/22/2013,fun,4,8.37,6.32
2/23/2013,first,4,6.89,6.14
2/23/2013,day,4,6.66,5
2/24/2013,love,4,8,5.36
2/24/2013,funny,4,8.56,7
2/24/2013,family,4,7.65,4.8
2/24/2013,love,4,8,5.36
2/25/2013,family,4,7.65,4.8
2/25/2013,house,4,7.26,4.56
2/25/2013,movie,4,6.86,4.93
2/26/2013,me,4,8.06,5.97
2/26/2013,me,4,8.06,5.97
2/26/2013,like,4,7.52,6.63
2/26/2013,baby,4,6.67,4.97
2/27/2013,know,4,6.93,5.77
2/27/2013,like,4,7.52,6.63
2/27/2013,think,4,6.41,5.34
2/27/2013,people,4,7.33,5.94
2/27/2013,know,4,6.93,5.77
2/27/2013,head,4,6.63,5.7
2/27/2013,family,4,7.65,4.8
2/27/2013,family,4,7.65,4.8
2/27/2013,people,4,7.33,5.94
2/27/2013,save,4,7.26,4.62
2/27/2013,life,4,7.27,6.02
3/1/2013,idea,4,7,5.86
3/1/2013,know,4,6.93,5.77
3/1/2013,pretty,4,7.7,5.5
3/3/2013,blessed,4,7.5,3.55
3/3/2013,love,4,8,5.36
3/3/2013,love,4,8,5.36
3/3/2013,beautiful,4,7.61,5.71
3/3/2013,joy,4,8.21,5.55
3/3/2013,love,4,8,5.36
3/3/2013,friend,4,6.79,4.29
3/3/2013,friend,4,6.79,4.29
3/5/2013,cute,4,7.56,5.05
3/5/2013,wish,4,7.09,5.16
3/5/2013,high,4,6.62,5.56
3/5/2013,like,4,7.52,6.63
3/5/2013,day,4,6.66,5
3/5/2013,day,4,6.66,5
3/5/2013,like,4,7.52,6.63
3/5/2013,love,4,8,5.36
3/6/2013,think,4,6.41,5.34
3/6/2013,happy,4,8.47,6.05
3/7/2013,favorite,4,7.39,4.4
3/7/2013,think,4,6.41,5.34
3/7/2013,know,4,6.93,5.77
3/7/2013,think,4,6.41,5.34
3/7/2013,know,4,6.93,5.77
3/7/2013,know,4,6.93,5.77
3/7/2013,know,4,6.93,5.77
3/7/2013,glad,4,7.55,3.71
3/7/2013,know,4,6.93,5.77
3/7/2013,sure,4,6.53,5
3/7/2013,idea,4,7,5.86
3/7/2013,like,4,7.52,6.63
3/7/2013,love,4,8,5.36
3/8/2013,wish,4,7.09,5.16
3/8/2013,brain,4,6.7,5.53
3/8/2013,perfect,4,7.19,4.71
3/8/2013,beautiful,4,7.61,5.71
3/8/2013,perfect,4,7.19,4.71
3/9/2013,fancy,4,7.43,5.42
3/9/2013,movie,4,6.86,4.93
3/9/2013,me,4,8.06,5.97
3/9/2013,car,4,7.73,6.24
3/10/2013,wish,4,7.09,5.16
3/10/2013,like,4,7.52,6.63
3/10/2013,bright,4,7.5,5.4
3/10/2013,wish,4,7.09,5.16
3/10/2013,alive,4,6.57,5.93
3/10/2013,happy,4,8.47,6.05
3/10/2013,inspiration,4,6.53,4.77
3/11/2013,spring,4,7.76,5.67
3/12/2013,savior,4,7.73,5.8
3/12/2013,me,4,8.06,5.97
3/12/2013,heaven,4,7.3,5.61
3/12/2013,me,4,8.06,5.97
3/12/2013,friend,4,6.79,4.29
3/12/2013,pretty,4,7.7,5.5
3/12/2013,sure,4,6.53,5
3/12/2013,friend,4,6.79,4.29
3/12/2013,pretty,4,7.7,5.5
3/14/2013,man,4,6.73,5.24
3/14/2013,idea,4,7,5.86
3/14/2013,love,4,8,5.36
3/15/2013,perfect,4,7.19,4.71
3/16/2013,blessing,4,7.18,4.21
3/16/2013,music,4,7.67,5.57
3/16/2013,know,4,6.93,5.77
3/16/2013,know,4,6.93,5.77
3/16/2013,fly,4,7.29,6.64
3/16/2013,garden,4,7.25,3.71
3/16/2013,friend,4,6.79,4.29
3/17/2013,save,4,7.26,4.62
3/17/2013,life,4,7.27,6.02
3/17/2013,people,4,7.33,5.94
3/17/2013,life,4,7.27,6.02
3/17/2013,happy,4,8.47,6.05
3/17/2013,day,4,6.66,5
3/17/2013,happy,4,8.47,6.05
3/17/2013,day,4,6.66,5
3/18/2013,me,4,8.06,5.97
3/18/2013,like,4,7.52,6.63
3/18/2013,beach,4,7.21,5.1
3/18/2013,day,4,6.66,5
3/18/2013,spring,4,7.76,5.67
3/18/2013,girl,4,6.87,4.29
3/19/2013,day,4,6.66,5
3/19/2013,me,4,8.06,5.97
3/19/2013,me,4,8.06,5.97
3/20/2013,happy,4,8.47,6.05
3/20/2013,juice,4,6.79,5.69
3/20/2013,juice,4,6.79,5.69
3/21/2013,food,4,7.52,4.69
3/22/2013,enjoy,4,7.67,5
3/22/2013,wish,4,7.09,5.16
3/22/2013,red,4,6.41,5.29
3/22/2013,red,4,6.41,5.29
3/22/2013,me,4,8.06,5.97
3/23/2013,me,4,8.06,5.97
3/23/2013,love,4,8,5.36
3/23/2013,circus,4,7.3,5.97
3/23/2013,funny,4,8.56,7
3/23/2013,love,4,8,5.36
3/23/2013,house,4,7.26,4.56
3/24/2013,woman,4,6.64,5.32
3/24/2013,love,4,8,5.36
3/24/2013,know,4,6.93,5.77
3/24/2013,man,4,6.73,5.24
3/24/2013,me,4,8.06,5.97
3/24/2013,fly,4,7.29,6.64
3/24/2013,head,4,6.63,5.7
3/24/2013,love,4,8,5.36
3/24/2013,buddy,4,7.41,4.57
3/24/2013,me,4,8.06,5.97
3/24/2013,girl,4,6.87,4.29
3/25/2013,happy,4,8.47,6.05
3/25/2013,friend,4,6.79,4.29
3/25/2013,beautiful,4,7.61,5.71
3/25/2013,love,4,8,5.36
3/25/2013,favorite,4,7.39,4.4
3/25/2013,spring,4,7.76,5.67
3/25/2013,happy,4,8.47,6.05
3/25/2013,spring,4,7.76,5.67
3/26/2013,enjoy,4,7.67,5
3/26/2013,freedom,4,7.72,5.67
3/26/2013,gorgeous,4,7.57,4.92
3/26/2013,happy,4,8.47,6.05
3/27/2013,passion,4,7.53,6.08
3/27/2013,pretty,4,7.7,5.5
3/28/2013,know,4,6.93,5.77
3/28/2013,chocolate,4,7.63,5.14
3/28/2013,movie,4,6.86,4.93
3/28/2013,me,4,8.06,5.97
3/28/2013,beach,4,7.21,5.1
3/28/2013,loved,4,8.64,6.38
3/28/2013,love,4,8,5.36
3/28/2013,memories,4,7.48,6.1
3/28/2013,imagine,4,7.32,5.98
3/28/2013,life,4,7.27,6.02
3/28/2013,friend,4,6.79,4.29
3/28/2013,imagine,4,7.32,5.98
3/28/2013,life,4,7.27,6.02
3/29/2013,like,4,7.52,6.63
3/29/2013,gorgeous,4,7.57,4.92
3/29/2013,spring,4,7.76,5.67
3/30/2013,favorite,4,7.39,4.4
3/30/2013,memories,4,7.48,6.1
3/30/2013,loved,4,8.64,6.38
3/30/2013,car,4,7.73,6.24
3/30/2013,life,4,7.27,6.02
3/30/2013,spring,4,7.76,5.67
3/30/2013,fun,4,8.37,6.32
3/30/2013,me,4,8.06,5.97
3/30/2013,green,4,6.29,4.07
3/30/2013,green,4,6.29,4.07
3/30/2013,me,4,8.06,5.97
3/30/2013,play,4,8.1,6.93
3/30/2013,know,4,6.93,5.77
3/30/2013,play,4,8.1,6.93
3/30/2013,like,4,7.52,6.63
3/30/2013,people,4,7.33,5.94
3/30/2013,know,4,6.93,5.77
3/30/2013,imagine,4,7.32,5.98
3/30/2013,head,4,6.63,5.7
3/30/2013,me,4,8.06,5.97
4/1/2013,song,4,7.1,6.07
4/1/2013,first,4,6.89,6.14
4/1/2013,free,4,8.26,5.15
4/1/2013,wish,4,7.09,5.16
4/1/2013,beach,4,7.21,5.1
4/2/2013,gorgeous,4,7.57,4.92
4/2/2013,like,4,7.52,6.63
4/2/2013,food,4,7.52,4.69
4/2/2013,like,4,7.52,6.63
4/2/2013,starlight,4,7.68,4.91
4/2/2013,band,4,6.55,5.66
4/2/2013,beach,4,7.21,5.1
4/2/2013,love,4,8,5.36
4/2/2013,me,4,8.06,5.97
4/3/2013,safe,4,7.7,3.14
4/3/2013,man,4,6.73,5.24
4/3/2013,happy,4,8.47,6.05
4/3/2013,enjoy,4,7.67,5
4/3/2013,freedom,4,7.72,5.67
4/3/2013,adorable,4,7.4,4.66
4/3/2013,think,4,6.41,5.34
4/4/2013,soft,4,7.12,4.63
4/4/2013,happy,4,8.47,6.05
4/4/2013,video,4,7.3,5.67
4/4/2013,productive,4,7.37,4.6
4/4/2013,pizza,4,6.65,5.24
4/4/2013,me,4,8.06,5.97
4/4/2013,cute,4,7.56,5.05
4/4/2013,me,4,8.06,5.97
4/4/2013,play,4,8.1,6.93
4/4/2013,know,4,6.93,5.77
4/4/2013,me,4,8.06,5.97
4/4/2013,me,4,8.06,5.97
4/4/2013,star,4,7.47,5.5
4/4/2013,funny,4,8.56,7
4/4/2013,girl,4,6.87,4.29
4/4/2013,me,4,8.06,5.97
4/4/2013,cute,4,7.56,5.05
4/4/2013,people,4,7.33,5.94
4/4/2013,perfect,4,7.19,4.71
4/4/2013,sure,4,6.53,5
4/4/2013,memory,4,6.62,5.42
4/4/2013,brain,4,6.7,5.53
4/4/2013,fun,4,8.37,6.32
4/4/2013,jump,4,6.44,5.14
4/4/2013,rhythm,4,6.42,5.14
4/4/2013,happy,4,8.47,6.05
4/4/2013,music,4,7.67,5.57
4/5/2013,agree,4,7.17,3.62
4/5/2013,play,4,8.1,6.93
4/5/2013,interesting,4,6.78,5.1
4/5/2013,pretty,4,7.7,5.5
4/5/2013,mind,4,6.68,5
4/5/2013,people,4,7.33,5.94
